seed,n_paired,ours_fuel,base_fuel,ours_dur,base_dur,ours_co2,base_co2,fuel_saving_pct,dur_saving_pct,co2_saving_pct
1,3,466519.47000000003,447789.6066666667,587.5833333333334,551.5833333333334,1462259.6866666668,1403560.1366666667,-18.90241954983716,-14.827454115411646,-18.905010740300195
