trip,arm,origin,dest,arrived,duration_s,fuel_mg,reroutes,driven_edges,bg_vcount_at_depart,bg_possum_at_depart
1,,-152401,-153473#0,True,173.0,141593.90311496254,0,-152401|-153008#0|153476#10|153476#11|153476#12|153476#13|153476#14|153476#15|153476#16|153476#17|153476#18|153476#19|153476#20|153476#22|-153010#1|-153010#0|-152920#2,226,56103.3
