seed,n_paired,ours_fuel,base_fuel,ours_dur,base_dur,ours_co2,base_co2,fuel_saving_pct,dur_saving_pct,co2_saving_pct
1,3,710588.6066666668,737884.0066666667,992.75,1023.6666666666666,2227240.816666667,2312883.6733333333,-3.921809019925625,-0.583622242670816,-3.9174217191044867
