ego_id,seed,arm,crossed,chosen_cost,bypass_cost,ratio
ego_1,1,ablation,False,115.77,105.208,1.1004
ego_1,1,ours-fuel,False,132933.511,115625.44,1.1497
ego_1,1,ours-augtime,False,172.337,138.877,1.2409
ego_0,1,ablation,False,435.073,418.381,1.0399
ego_0,1,ours-fuel,False,281774.291,245900.069,1.1459
ego_0,1,ours-augtime,False,615.889,494.19,1.2463
ego_2,1,ablation,False,407.824,378.107,1.0786
ego_2,1,ours-fuel,False,559717.075,523431.076,1.0693
ego_2,1,ours-augtime,False,678.408,574.287,1.1813
ego_5,1,ablation,False,107.635,90.029,1.1956
ego_5,1,ours-fuel,False,215978.02,130642.054,1.6532
ego_5,1,ours-augtime,False,339.67,136.682,2.4851
ego_3,1,ablation,False,422.239,414.443,1.0188
ego_3,1,ours-fuel,False,853703.955,651205.826,1.311
ego_3,1,ours-augtime,False,867.964,593.302,1.4629
ego_4,1,ours-fuel,False,153227.07,150437.663,1.0185
ego_4,1,ours-augtime,False,348.564,340.624,1.0233
ego_4,1,ablation,False,314.833,306.759,1.0263
ego_7,1,ablation,False,235.16,230.841,1.0187
ego_7,1,ours-fuel,False,226313.446,207655.223,1.0899
ego_7,1,ours-augtime,False,375.067,270.618,1.386
ego_6,1,ablation,False,412.985,407.474,1.0135
ego_6,1,ours-fuel,False,622285.605,566543.853,1.0984
ego_6,1,ours-augtime,False,690.702,589.911,1.1709
ego_8,1,ablation,False,249.2,231.018,1.0787
ego_8,1,ours-augtime,False,518.957,360.492,1.4396
ego_10,1,ablation,False,133.545,121.541,1.0988
ego_10,1,ours-fuel,False,166047.468,151472.302,1.0962
ego_9,1,ablation,False,316.234,255.851,1.236
ego_9,1,ours-fuel,False,385845.861,328122.293,1.1759
ego_9,1,ours-augtime,False,525.886,449.774,1.1692
ego_10,1,ours-augtime,False,348.371,242.389,1.4372
ego_11,1,ablation,False,133.191,96.601,1.3788
ego_13,1,ablation,False,31.108,24.663,1.2613
ego_13,1,ours-fuel,False,69743.038,51485.592,1.3546
ego_13,1,ours-augtime,False,97.407,55.866,1.7436
ego_8,1,ours-fuel,False,208045.72,178836.12,1.1633
ego_14,1,ours-fuel,False,173890.688,158518.187,1.097
ego_12,1,ours-fuel,False,363632.034,305458.895,1.1904
ego_18,1,ours-fuel,False,185076.633,132813.535,1.3935
ego_16,1,ours-fuel,False,880668.712,742980.292,1.1853
ego_15,1,ours-fuel,False,258360.289,242006.487,1.0676
ego_17,1,ours-fuel,False,604513.279,493410.309,1.2252
ego_11,1,ours-fuel,False,692814.368,179230.252,3.8655
ego_20,1,ours-fuel,False,503840.407,444507.103,1.1335
ego_21,1,ours-fuel,False,341802.88,320047.518,1.068
ego_19,1,ours-fuel,False,389253.076,158255.474,2.4596
ego_23,1,ours-fuel,False,350687.047,294967.543,1.1889
ego_22,1,ours-fuel,False,733853.575,650018.01,1.129
ego_24,1,ours-fuel,False,519056.699,493621.423,1.0515
