trip,arm,origin,dest,arrived,duration_s,fuel_mg,reroutes,driven_edges,bg_vcount_at_depart,bg_possum_at_depart
12,,-152849,-153060,True,582.5,440878.56188744586,1,-152849|-153007#0|-152931#0|-152908#7|-152908#6|-152908#5|-152908#3|-152908#2|-152908#1|-152908#0|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|153392#1|153387#1|153387#2|-152628#1|-152628#0|-153384#1|-153384#0|-152177|-152176#2|-152176#1|-152176#0|153383#1|-153381#7|-153381#6|153059#0|152441#0,240,55367.3
13,,152372,152422#1,True,668.75,343511.2469314312,0,152372|-152372|-152741#0|153043#1|152723#1|153391#0|153391#1|-153392#0|153327#0|153327#1|153327#2|153327#3|153327#4|153327#5|153327#6|153327#7|153327#8|153327#9|153327#11|153327#12|-153335#7|-153335#6|-153335#5|-153335#4|-153335#3|-153335#2|-153335#1|-153335#0|-153444#0|-153441#3|-153441#2|-153441#1|153443|152812#1|152812#2|152812#3|152812#4|152812#5|152814#8|152814#9|152814#10|152814#11|152759|152230|152785#0|152785#1|152785#2|152167|152969#0|152969#1|152969#2|152969#3|-152795#1|152808|152959#4|152959#5|152779|152818#0|152818#1|152818#2|152818#3|152389|152789#0|152422#0|152422#1,267,53611.8
14,,153452#2,153413#12,True,601.75,285977.0354480294,1,153452#2|153451#1|153451#2|153451#3|153451#4|153451#5|153451#6|153451#7|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|153392#1|153387#1|153387#2|-152628#1|-152628#0|-153384#1|-153384#0|-152177|-152176#2|-152176#1|-152176#0|-153383#0|-152250|-153385#1|-153385#0|-152251|-153412#5|-153329#5|-153329#4|-153331#11|-153331#10|-153331#9|-153331#8|-153331#7|-153331#6|-153331#5|-153331#4|-153331#2|-153331#1|-153331#0|-153415#1|-153415#0|-153413#13,256,56223.2
16,,-152570,152550,True,649.5,258031.53043993504,0,-152570|153388#1|153388#2|153388#3|-152624#3|-152624#2|-152624#1|-152624#0|152732|153490#0|153490#1|153490#2|153490#3|153490#4|153490#5|153387#0|153387#1|153387#2|-152628#1|-152628#0|-153384#1|-153384#0|-152177|-152176#2|-152176#1|-152176#0|153383#1|153383#2|153383#3|153383#4|153383#5|-152246|153369#0|153369#1|152245|152565|152307|-153372#4|-153372#3|-153372#2|-153372#1|-153372#0|152558#1|152558#2|152558#3|152558#5|152558#6|153359#0|152550,247,59582.2
17,,152750#1,-153421#4,True,577.0,439121.7764821878,4,152750#1|152750#2|152750#4|152750#5|152750#7|152750#8|-152413#0|152412|152444#1|-153435#3|-153435#2|-153435#1|-153435#0|153451#6|153451#7|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|153392#1|153387#1|153387#2|-152628#1|-152628#0|-153384#1|-153384#0|-152177|-152176#2|-152176#1|-152176#0|-153383#0|-152250|-153385#1|-153385#0|-152251|-153412#5|-153412#4|-153412#3|-153412#2|-153412#1|-153412#0|-152254|153423#0|-153421#4,242,70472.5
21,,153479#9,-153391#1,True,386.5,550988.7029500806,2,153479#9|153479#11|-152330#0|153637|152405|-153007#6|-153456#6|-153456#5|-153456#4|-153456#3|-153456#2|-153456#1|-153456#0|153451#5|153451#6|153451#7|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0,234,48482.0
20,,152851#1,-153381#2,True,582.0,469411.1659844464,0,152851#1|152851#2|-152931#1|-152931#0|-152908#7|-152908#6|-152908#5|-152908#3|-152908#2|-152908#1|-152908#0|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|153392#1|153387#1|153387#2|-152628#1|-152628#0|-153384#1|-153384#0|-152177|-152176#2|-152176#1|-152176#0|153383#1|-153381#7|-153381#6|-153381#5|-153381#4|-153381#3|-153381#2,241,51463.5
15,,153027,-152938#1,True,1192.5,683533.0783260334,0,153027|-153490#2|-153490#1|-153490#0|-152732|-153424#1|-153424#0|-153433#0|-153451#6|-153451#5|153456#0|153456#1|153456#2|153456#3|153456#4|153456#5|153456#6|153007#6|152406|153636#1|152964|152394|153641|152330#0|152330#1|152330#2|152330#3|152330#4|152330#5|152166|-153006#3|-153006#2|-153006#1|-153006#0|-152899#1,258,52869.4
19,,-153457,-153403,True,806.5,501406.5330311122,7,-153457|153452#1|153452#2|153451#1|153451#2|153451#3|153451#4|153451#5|153451#6|153451#7|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|153392#1|153387#1|153387#2|-152628#1|-152628#0|-153384#1|-153384#0|-152177|-152176#2|-152176#1|-152176#0|-153383#0|-152250|-153385#1|-153385#0|-152251|-153412#5|-153412#4|-153412#3|-153412#2|-153412#1|-153412#0|-152254|153423#1|153423#2|153410#0|153410#1|153410#2|153410#3|153410#4,237,54910.0
22,,-153482#1,152558#6,True,544.5,235477.77277458805,0,-153482#1|-153482#0|-152908#1|-152908#0|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|153392#1|153387#1|153387#2|-152628#1|-152628#0|-153384#1|-153384#0|-152177|-152176#2|-152176#1|-152176#0|153383#1|153383#2|153383#3|153383#4|153383#5|-152246|153369#0|153369#1|152245|152565|152307|-153372#4|-153372#3|-153372#2|-153372#1|-153372#0|152558#1|152558#2|152558#3|152558#5|152558#6,257,65790.1
18,,152961,-153648,True,1185.5,709340.8331185343,0,152961|-152845|153427#7|153427#10|153427#11|-152908#5|-152929|-152908#0|153433#1|153424#1|152732|153490#0|153490#1|153490#2|153490#3|153490#4|153490#5|153387#0|153387#1|153387#2|-152628#1|-152628#0|-153384#1|-153384#0|-152177|-152176#2|-152176#1|-152176#0|-153383#0|-152250|-153385#1|-153385#0|-152251|-153412#5|-153329#5|-153329#4|-153331#11|-153331#10|-153331#9|-153331#8|-153331#7|152996#2|152996#3|152996#4|152996#5|152996#6|152996#7|152996#8|-153399#0|152649#0,237,62710.8
24,,-152739,-153006#0,True,506.5,260729.23882962856,4,-152739|-152734#0|-153424#0|-153433#0|-153451#6|-153451#5|153456#0|153456#1|153456#2|153456#3|153456#4|153456#5|153456#6|153007#6|152406|153636#1|153002#0|152838|153005#1|152235|153338|153641|152330#0|152330#1|152330#2|152330#3|152330#4|152330#5|152166|-153006#3|-153006#2|-153006#1|-153006#0,267,57961.2
23,,-153570,-153033#0,True,714.75,502135.402697326,1,-153570|152750#5|152750#7|152750#8|-152413#0|152412|152444#1|-153435#3|-153435#2|-153435#1|-153435#0|153451#6|153451#7|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|-153392#0|153327#0|153327#1|153327#2|153327#3|153327#4|153327#5|153327#6|153327#7|153327#9|153327#11|153327#12|-153335#7|-153335#6|-153335#5|-153335#4|-153335#3|-153335#2|-153335#1|-153335#0|-153444#0|153440#1|153440#2|153440#3|153440#4|153440#5|153440#6|-152255#1|-153042#0|152720#1|152720#2|-153033#2|-153033#1|-153033#0,267,58755.0
25,,-153435#0,-152664#0,True,675.75,381990.71475149295,8,-153435#0|153451#6|153451#7|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|153392#1|153387#1|153387#2|-152628#1|-152628#0|-153384#1|-153384#0|-152177|-152176#2|-152176#1|-152176#0|153383#1|153383#2|153383#3|153383#4|153383#5|-152246|153369#0|153369#1|152245|152565|152307|-153372#4|-153372#3|-153372#2|153480#0|153480#1|153480#2|153480#3|153480#4|153480#5|153480#6|153480#7|152216|-153378#2|-153378#1|-153378#0|152218|-152578#1|152345#0|152345#1|-152579#1|-152579#0|-152220|-152587#3|-152587#2|-152587#1|-152587#0|152224|152170#0|152170#1|152607|152363#3|152363#0,267,70811.0
26,,152639,153366#1,True,651.75,295141.3988676685,2,152639|-152572#5|-152572#4|-152977|-152624#1|-152624#0|-153424#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|153392#1|153387#1|153387#2|-152628#1|-152628#0|-153384#1|-153384#0|-152177|-152176#2|-152176#1|-152176#0|153383#1|153383#2|153383#3|153383#4|153383#5|-152246|153369#0|153369#1|152245|152565|152307|-153372#4|-153372#3|-153372#2|-153372#1|-153372#0|153366#0|153366#1,298,77578.0
28,,-152750#2,153023#1,True,590.25,369371.143971255,1,-152750#2|-152750#1|-152750#0|152750#4|152750#5|152750#7|152750#8|-152413#0|152412|152444#1|-153435#3|-153435#2|-153435#1|-153435#0|153451#6|153451#7|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|153392#1|153387#1|153387#2|-152628#1|-152628#0|-153384#1|-153384#0|-152177|-152176#2|-152176#1|-152176#0|153383#1|153383#2|153023#0|153023#1,298,64149.6
27,,152931#3,-153329#2,True,716.25,392362.62330991763,5,152931#3|152467|-152332|-152931#3|-152931#2|-152931#1|-152931#0|-152908#7|-152908#6|-152908#5|-152908#3|-152908#2|-152908#1|-152908#0|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|153392#1|153387#1|153387#2|-152628#1|-152628#0|-153384#1|-153384#0|-152177|-152176#2|-152176#1|-152176#0|-153383#0|-152250|-153385#1|-153385#0|-152251|-153412#5|-153329#5|-153329#4|-153329#3|-153329#2,325,85077.8
31,,153000,153415#2,True,493.0,283594.2464559891,1,153000|153332#2|153427#11|-152908#5|-152908#3|-152908#2|-152908#1|-152908#0|153433#1|153424#1|152732|153490#0|153490#1|153490#2|153490#3|153490#4|153490#5|153387#0|153387#1|153387#2|-152628#1|-152628#0|-153384#1|-153384#0|-152177|-152176#2|-152176#1|-152176#0|-153383#0|-152250|-153385#1|-153385#0|-152251|-153412#5|-153329#5|-153329#4|-153331#11|-153331#10|-153331#9|-153331#8|-153331#7|-153331#6|-153331#5|-153331#4|-153331#2|-153331#1|-153331#0|153415#2,278,59538.4
29,,-153332#0,-152894#0,True,761.75,456522.2360269409,5,-153332#0|153332#0|153332#1|153332#2|153427#11|-152908#5|-152908#3|-152908#2|-152908#1|-152908#0|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|-153392#0|153327#0|153327#1|153327#2|153327#3|153327#4|153327#5|153327#6|153327#7|153327#8|153327#9|153327#11|153327#12|-153335#7|-153335#6|-153335#5|-153335#4|-153335#3|-153335#2|-153335#1|-153335#0|153444#2|153444#3|153444#4|153444#5|152892#1|-152300|152891#0|152891#1|152399#0|152399#1|152399#2|152901#0|152901#1|152320|152403|152421|152895#2|152982#0|152982#1,296,52933.7
30,,-152851#2,-152449,True,674.75,482372.91542977805,1,-152851#2|-152851#1|-152851#0|152851#0|152851#1|152851#2|-152931#1|-152931#0|-152908#7|-152908#6|-152908#5|-152908#3|-152908#2|-152908#1|-152908#0|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|153392#1|153387#1|153387#2|-152628#1|-152628#0|-153384#1|-153384#0|-152177|-152176#2|-152176#1|-152176#0|-153383#0|-152250|-153385#1|-153385#0|-152251|-153412#5|-153412#4|-153412#3|-153412#2|-153412#1|-153412#0|-152254|153423#0|-152725#3|-152725#2,290,52328.4
32,,-152843#2,153040#1,True,577.25,395869.5728518284,2,-152843#2|153063#0|153063#1|153427#4|153427#5|153427#6|153427#7|153427#9|153427#10|153427#11|-152908#5|-152908#3|-152908#2|-152908#1|-152908#0|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|-153392#0|153327#0|153327#1|153327#2|153327#3|153327#4|153327#5|153327#6|153327#7|153327#8|153327#9|153327#11|153327#12|-153335#7|-153335#6|-153335#5|-153335#4|-153335#3|-153335#2|-153335#1|-153335#0|-153444#0|153440#1|153440#2|153440#3|153440#4|153440#5|153440#6|-152255#1|-153042#0|152720#1|152720#2|-153033#2|153040#1,261,60300.3
33,,-153569#1,153365#0,True,695.5,480595.8794944707,2,-153569#1|-153570|152750#5|152750#7|152750#8|-152413#0|152412|152444#1|-153435#3|-153435#2|-153435#1|-153435#0|153451#6|153451#7|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|153392#1|153387#1|153387#2|-152628#1|-152628#0|-153384#1|-153384#0|-152177|-152176#2|-152176#1|-152176#0|153383#1|153383#2|153383#3|153383#4|153383#5|-152246|153369#0|153369#1|152245|152565|152307|-153372#4|-153372#3|-153372#2|153480#0|153480#1|153480#2|153480#3|153480#4|153480#5|153480#6|153480#7|152585#1|152585#2|152219|153365#0,262,55036.3
34,,152428,-152830#2,True,577.75,354093.70855724375,0,152428|-152428|152750#7|152750#8|-152413#0|152412|152444#1|-153435#3|-153435#2|-153435#1|-153435#0|153451#6|153451#7|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|-153392#0|153327#0|153327#1|153327#2|153327#3|153327#4|153327#5|153327#6|153327#7|153327#9|153327#11|153327#12|-153335#7|-153335#6|-153335#5|-153335#4|-153335#3|-153335#2|-153335#1|-153335#0|-153444#0|-153441#3|-153441#2|153446|152830#1,250,61141.8
35,,-152372,153628#1,True,560.25,346655.3386752712,0,-152372|-152741#0|153043#1|152723#1|152736#0|152736#1|152736#2|-152734#0|153424#1|152732|153490#0|153490#1|153490#2|153490#3|153490#4|153490#5|153490#6|153490#7|153490#8|153490#9|152618#1|152214|153373|152248|153370#0|153370#1|152247|153371#0|153371#1|153371#2|153371#3|153371#4|152512#4|152512#1|152512#2|-152559|152527|153628#1,238,58777.3
37,,-153048#1,-153039,True,366.25,220088.4130817882,2,-153048#1|-153048#0|153048#0|153048#1|153451#7|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|153392#1|153387#1|153387#2|-152628#1|153387#5|153387#6|153420#0|-153041|-153039,242,57879.2
36,,153064,152670#4,True,807.0,370626.47399968706,0,153064|153063#1|153427#4|153427#5|153427#6|153427#7|153427#9|153427#10|153427#11|-152908#5|-152908#3|-152908#2|-152908#1|-152908#0|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|153392#1|153387#1|153387#2|-152628#1|-152628#0|-153384#1|-153384#0|-152177|-152176#2|-152176#1|-152176#0|-153383#0|-152250|-153385#1|-153385#0|-152251|-153412#5|-153329#5|-153329#4|-153331#11|-153331#10|-153331#9|-153331#8|-153331#7|-153331#6|-153331#5|-153331#4|-153331#2|-153331#1|-153331#0|-153415#1|-153415#0|153413#14|153413#15|153413#16|152997|152999|152706#0|152706#1|152706#2|152706#3|152780|152767#2|152767#3|152716|152381|-152672#2|-152672#1|-152650#0|-152677#5|-152677#4|-152677#3|-152677#2|-152677#1|-152677#0|152670#4,237,50716.2
39,,-152737#0,-152561,True,467.25,324364.8053815535,0,-152737#0|-152149|-153482#0|-152908#1|-152908#0|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|153392#1|153387#1|153387#2|-152628#1|-152628#0|-153384#1|-153384#0|-152177|-152176#2|-152176#1|-152176#0|153383#1|153383#2|153383#3|153383#4|153383#5|-152246|153369#0|153369#1|152245|152565|152307|-153372#4|-153372#3|-153372#2|153480#0|153480#1|153480#2|153480#3|153480#4|153480#5|153480#6|153480#7|152585#1|152585#2|152219|153365#0|153365#1|-152561,270,46401.4
38,,152427,153337,True,598.0,373343.4506248349,4,152427|-152427|-153394#3|-153394#2|-153394#1|-153394#0|-152413#2|-152413#1|-152413#0|152412|152444#1|-153435#3|-153435#2|-153435#1|-153435#0|153451#6|153451#7|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|-153392#0|153327#0|153327#1|153327#2|153327#3|153327#4|153327#5|153327#6|153327#7|153327#9|153327#11|153327#12|-153335#7|-153335#6|-153335#5|-153335#4|-153335#3,248,54642.9
40,,-152413#0,152354#0,True,602.5,418303.73497752554,2,-152413#0|152412|152444#1|-153435#3|-153435#2|-153435#1|-153435#0|153451#6|153451#7|153433#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|153392#1|153387#1|153387#2|-152628#1|-152628#0|-153384#1|-153384#0|-152177|-152176#2|-152176#1|-152176#0|-153383#0|-152250|-153385#1|-153385#0|-152251|-153412#5|-153329#5|-153329#4|-153329#3|-153329#2|-153329#1|-153329#0|152933#3|-153399#1|-153399#0|152649#0|152649#1|152649#2|152649#3|152649#4|152649#5|153406#0|153406#1|153406#2|152679|152678|152542|152647#0|152648#0|152648#1|152648#2|152648#3|152648#4|152648#5|152648#6|152353#2|152354#0,275,49813.9
41,,-152624#1,-153374#4,True,536.5,179524.08774691782,0,-152624#1|-152624#0|-153424#1|152734#0|-152736#2|-152736#1|-152736#0|153391#0|153391#1|153392#1|153387#1|153387#2|-152628#1|-152628#0|-153384#1|-153384#0|-152177|-152176#2|-152176#1|-152176#0|153383#1|153383#2|153023#0|153023#1|153023#2|153023#3|153374#1|153374#2|153374#3,265,48925.2
