seed,n_paired,ours_fuel,base_fuel,ours_dur,base_dur,ours_co2,base_co2,fuel_saving_pct,dur_saving_pct,co2_saving_pct
1,3,652121.1433333334,737884.0066666667,990.4166666666666,1023.6666666666666,2043996.5366666664,2312883.6733333333,17.334953186095365,4.335461381622841,17.337602462165506
