seed,n_paired,ours_fuel,base_fuel,ours_dur,base_dur,ours_co2,base_co2,fuel_saving_pct,dur_saving_pct,co2_saving_pct
1,3,395571.9466666666,447789.6066666667,484.0833333333333,551.5833333333334,1239845.9833333334,1403560.1366666667,4.99383652321334,7.868338727046502,4.995320463993846
