seed,n_paired,ours_fuel,base_fuel,ours_dur,base_dur,ours_co2,base_co2,fuel_saving_pct,dur_saving_pct,co2_saving_pct
1,1,193983.89,148498.27,196.0,151.75,608023.55,465439.18,-30.630403977096858,-29.159802306425043,-30.63437203546123
