ego_id,seed,arm,crossed,chosen_cost,bypass_cost,ratio
ego_1,8,ours-fuel,False,137917.939,117415.774,1.1746
ego_1,8,ours-augtime,False,180.698,137.297,1.3161
ego_0,8,ours-fuel,False,293106.676,256790.067,1.1414
ego_2,8,ours-fuel,False,566682.778,531408.21,1.0664
ego_0,8,ours-augtime,False,647.389,511.824,1.2649
ego_5,8,ours-fuel,False,211414.663,129998.615,1.6263
ego_2,8,ours-augtime,False,739.599,616.482,1.1997
ego_4,8,ours-fuel,False,156290.906,153378.017,1.019
ego_5,8,ours-augtime,False,346.505,133.091,2.6035
ego_3,8,ours-fuel,False,861326.367,652255.843,1.3205
ego_3,8,ours-augtime,False,830.381,597.259,1.3903
ego_4,8,ours-augtime,False,345.706,337.884,1.0232
ego_7,8,ours-fuel,False,238946.885,225426.556,1.06
ego_6,8,ours-fuel,False,619501.914,595944.517,1.0395
ego_7,8,ours-augtime,False,409.844,268.304,1.5275
ego_6,8,ours-augtime,False,700.785,595.965,1.1759
ego_10,8,ours-fuel,False,164028.67,148025.045,1.1081
ego_8,8,ours-augtime,False,476.307,348.414,1.3671
ego_9,8,ours-fuel,False,372851.095,313407.095,1.1897
ego_10,8,ours-augtime,False,354.395,246.681,1.4367
ego_13,8,ours-fuel,False,76446.406,54277.639,1.4084
ego_8,8,ours-fuel,False,202207.735,180781.635,1.1185
ego_9,8,ours-augtime,False,568.289,497.208,1.143
ego_13,8,ours-augtime,False,105.441,85.532,1.2328
ego_14,8,ours-fuel,False,172275.647,157829.481,1.0915
ego_14,8,ours-augtime,False,237.082,220.753,1.074
ego_12,8,ours-fuel,False,361453.278,316897.294,1.1406
ego_12,8,ours-augtime,False,692.233,511.585,1.3531
ego_11,8,ours-augtime,False,212.139,206.314,1.0282
ego_18,8,ours-fuel,False,188129.651,134904.928,1.3945
ego_15,8,ours-fuel,False,243139.754,225280.464,1.0793
ego_18,8,ours-augtime,False,304.946,197.668,1.5427
ego_15,8,ours-augtime,False,592.073,555.759,1.0653
ego_16,8,ours-fuel,False,887839.737,750900.79,1.1824
ego_16,8,ours-augtime,False,799.36,786.942,1.0158
ego_17,8,ours-fuel,False,619186.54,515716.042,1.2006
ego_11,8,ours-fuel,False,690042.82,187776.368,3.6748
ego_17,8,ours-augtime,False,970.372,692.136,1.402
ego_20,8,ours-fuel,False,504866.706,449821.5,1.1224
ego_21,8,ours-fuel,False,333841.682,312160.183,1.0695
ego_20,8,ours-augtime,False,795.193,533.724,1.4899
ego_19,8,ours-fuel,False,394068.497,161446.278,2.4409
ego_21,8,ours-augtime,False,594.005,532.806,1.1149
ego_19,8,ours-augtime,False,766.419,399.979,1.9161
ego_23,8,ours-fuel,False,342289.003,291508.97,1.1742
ego_23,8,ours-augtime,False,499.36,349.91,1.4271
ego_24,8,ours-fuel,False,511372.019,483492.996,1.0577
ego_22,8,ours-fuel,False,734293.624,659102.601,1.1141
ego_22,8,ours-augtime,False,1106.189,823.288,1.3436
ego_24,8,ours-augtime,False,543.375,503.816,1.0785
ego_1,8,ablation,False,116.138,105.58,1.1
ego_0,8,ablation,False,435.413,418.328,1.0408
ego_2,8,ablation,False,407.838,378.107,1.0786
ego_5,8,ablation,False,107.689,90.05,1.1959
ego_3,8,ablation,False,421.096,413.333,1.0188
ego_4,8,ablation,False,314.865,307.078,1.0254
ego_7,8,ablation,False,235.092,230.772,1.0187
ego_6,8,ablation,False,412.133,406.622,1.0136
ego_8,8,ablation,False,249.297,231.117,1.0787
ego_10,8,ablation,False,133.257,121.551,1.0963
ego_9,8,ablation,False,316.675,256.292,1.2356
ego_11,8,ablation,False,133.598,97.316,1.3728
ego_13,8,ablation,False,31.365,24.931,1.2581
ego_12,8,ablation,False,318.336,297.412,1.0704
ego_14,8,ablation,False,132.076,122.5,1.0782
ego_18,8,ablation,False,145.128,93.763,1.5478
ego_15,8,ablation,False,525.82,516.068,1.0189
ego_16,8,ablation,False,462.162,455.427,1.0148
ego_17,8,ablation,False,432.492,387.29,1.1167
ego_20,8,ablation,False,331.788,300.564,1.1039
ego_19,8,ablation,False,575.67,323.151,1.7814
ego_21,8,ablation,False,342.444,289.857,1.1814
ego_23,8,ablation,False,252.448,226.563,1.1142
ego_22,8,ablation,False,416.247,400.297,1.0398
ego_24,8,ablation,False,363.124,359.526,1.01
