seed,trip,arm,origin,dest,arrived,fuel_abs,fuel_per_km,duration,CO2_abs,waitingTime,stops,timeLoss,routeLength,reroutes,bg_vcount_at_depart,bg_possum_at_depart
4,16,ours-fuel,152385,-152742,True,861423.62,110355.45164555017,554.75,2699990.22,0.0,0,46.86,7805.9,0,247,59922.2
4,17,ours-fuel,-152725#0,152483#0,True,639735.85,98125.16584631856,500.0,2005165.52,0.0,0,51.43,6519.59,0,241,76528.0
4,18,ours-fuel,152413#1,153427#10,True,236571.91,94718.17795999424,262.0,741506.53,0.0,0,19.17,2497.64,0,239,62364.0
4,19,ours-fuel,-153451#0,-152492,True,454480.47,51281.062765302035,740.0,1424435.58,0.0,0,24.69,8862.54,0,236,52478.2
4,20,ours-fuel,152817#3,153056,True,563738.46,104960.0743253559,500.75,1766965.46,10.0,2,62.65,5370.98,0,241,58820.9
4,21,ours-fuel,-152830#0,152556,True,369021.3,67582.23404079973,435.5,1156608.96,0.0,0,28.2,5460.33,0,233,57911.2
4,22,ours-fuel,-152657#2,153332#2,True,808127.04,121506.96675773244,639.5,2532995.71,15.0,1,83.61,6650.87,0,246,53375.0
4,23,ours-fuel,-153553,153475#2,True,380804.44,91959.5363438783,330.75,1193567.57,4.25,1,49.83,4141.0,0,269,54365.4
4,24,ours-fuel,153454#0,152489#3,True,560624.41,103311.00676854809,412.75,1757203.1,9.0,1,51.08,5426.57,0,273,76322.6
5,0,ours-fuel,153487#1,-152776,True,335552.46,49047.76841963709,529.25,1051708.24,0.0,0,58.85,6841.34,0,219,38893.8
5,1,ours-fuel,-152401,-153473#0,True,151032.62,83063.91240024858,165.75,473384.42,10.0,1,26.09,1818.27,0,227,43792.8
5,2,ours-fuel,-153413#12,-153370#1,True,586001.85,93257.4518197877,545.25,1836715.77,0.0,0,37.53,6283.7,0,239,44718.8
5,3,ours-fuel,-152883#0,-152743#1,True,842920.77,114384.14294069514,577.25,2642010.28,0.0,0,62.31,7369.21,0,241,55076.5
5,4,ours-fuel,153327#1,-152682#1,True,209185.82,40528.34173210345,386.0,655625.66,0.0,0,34.53,5161.47,0,249,58203.0
5,5,ours-fuel,153405#1,152690,True,256391.03,141482.09890849693,187.25,803647.09,0.0,0,42.92,1812.18,0,239,60825.1
5,6,ours-fuel,-152443,-152427,True,630027.54,100347.46418707773,557.0,1974732.49,4.25,2,39.76,6278.46,0,245,77422.4
5,7,ours-fuel,-152712,-153363#0,True,233430.7,62269.27519453255,330.25,731630.68,0.0,0,26.31,3748.73,0,237,65507.2
5,8,ours-fuel,-153383#2,152960#6,True,439268.97,109471.58596730823,624.75,1376929.7,300.25,1,347.76,4012.63,0,216,58988.0
5,9,ours-fuel,153572#0,153327#0,True,419669.21,88946.70012568326,453.25,1315383.06,0.0,0,28.51,4718.21,0,228,40455.8
5,10,ours-fuel,152677#1,-153365#1,True,191896.89,89364.93056525748,192.75,601473.14,0.0,0,24.05,2147.34,0,238,47433.6
5,11,ours-fuel,152789#0,153401,True,1029621.96,579856.3680905583,1362.75,3227682.23,1206.0,6,1229.9,1775.65,0,237,50939.9
5,12,ours-fuel,-153476#17,-152284,True,422313.61,77171.55361450187,503.5,1323677.16,16.25,5,76.26,5472.4,0,238,45372.1
5,13,ours-fuel,-152939#5,152693#1,True,93315.74,168857.5357834356,66.75,292499.35,0.0,0,17.69,552.63,0,263,48635.2
5,14,ours-fuel,152398#3,-153476#16,True,202880.23,92535.00846077713,174.5,635891.05,0.0,0,20.17,2192.47,0,261,54310.9
5,15,ours-fuel,-152930,-153355#4,True,329737.7,40516.82847379487,611.0,1033439.14,0.0,0,30.84,8138.29,0,244,47491.6
5,16,ours-fuel,152385,-152742,True,893202.58,114342.37068993106,515.0,2799604.5,9.75,1,74.78,7811.65,0,251,52860.1
5,17,ours-fuel,-152725#0,152483#0,True,646840.36,99214.88314449221,640.75,2027456.38,0.0,0,45.08,6519.59,0,245,77604.4
5,18,ours-fuel,152413#1,153427#10,True,246564.99,98719.18691244534,195.75,772819.23,0.0,0,27.78,2497.64,0,238,54769.1
5,19,ours-fuel,-153451#0,-152492,True,448880.25,50644.36479085857,636.25,1406868.98,0.0,0,25.89,8863.38,0,242,56004.4
5,20,ours-fuel,152817#3,153056,True,549700.9,102346.48053055497,474.5,1722958.51,1.25,1,49.23,5370.98,0,235,56723.6
5,21,ours-fuel,-152830#0,152556,True,372866.08,68286.36364468814,464.0,1168666.23,0.0,0,27.59,5460.33,0,236,46143.9
5,22,ours-fuel,-152657#2,153332#2,True,798992.1,120133.47126015092,647.75,2504365.88,1.75,1,71.45,6650.87,0,252,64470.4
5,23,ours-fuel,-153553,153475#2,True,372646.74,89989.55324800772,334.5,1167995.53,0.0,0,42.58,4141.0,0,265,58211.1
5,24,ours-fuel,153454#0,152489#3,True,548112.85,101005.39567351015,402.5,1717981.03,0.0,0,27.59,5426.57,0,263,63250.1
6,0,ours-fuel,153487#1,-152776,True,336611.89,49202.62550903771,543.75,1055030.65,4.5,1,64.59,6841.34,0,225,37607.6
6,1,ours-fuel,-152401,-153473#0,True,150090.89,82545.98601967805,187.25,470436.9,11.5,1,26.27,1818.27,0,225,44069.4
6,2,ours-fuel,-153413#12,-153370#1,True,582288.07,92666.43378900965,497.5,1825066.04,0.0,0,40.04,6283.7,0,232,37587.2
6,3,ours-fuel,-152883#0,-152743#1,True,859527.93,116728.81091226137,567.5,2694067.24,7.5,2,72.96,7363.46,0,238,56081.7
6,4,ours-fuel,153327#1,-152682#1,True,195511.49,37879.03252368027,448.0,612768.83,0.0,0,30.98,5161.47,0,256,61013.3
6,5,ours-fuel,153405#1,152690,True,254173.48,140258.40700151198,258.5,796705.64,11.0,2,46.56,1812.18,0,241,59187.7
6,6,ours-fuel,-152443,-152427,True,624208.02,99420.5617301058,524.0,1956483.29,1.25,1,37.41,6278.46,0,241,63556.3
6,7,ours-fuel,-152712,-153363#0,True,251455.15,67077.42355411033,302.75,788124.78,17.5,1,48.03,3748.73,0,232,69105.3
6,8,ours-fuel,-153383#2,152960#6,True,429943.71,107147.6089248199,677.0,1347705.29,308.75,2,352.44,4012.63,0,221,67171.5
6,9,ours-fuel,153572#0,153327#0,True,412446.09,87415.79751643102,406.0,1292734.16,0.0,0,30.55,4718.21,0,226,42915.6
6,10,ours-fuel,152677#1,-153365#1,True,189514.72,88255.57201002169,196.0,594006.9,0.0,0,23.56,2147.34,0,237,48934.9
6,11,ours-fuel,152789#0,153401,True,1030312.68,580245.3636696421,1380.0,3229849.47,1212.0,6,1234.52,1775.65,0,241,53615.8
6,12,ours-fuel,-153476#17,-152284,True,408670.43,74663.86588398219,486.75,1280907.67,14.75,2,60.54,5473.47,0,240,58175.5
6,13,ours-fuel,-152939#5,152693#1,True,103015.39,186409.33355047682,83.5,322907.34,9.25,1,30.28,552.63,0,262,50237.8
6,14,ours-fuel,152398#3,-153476#16,True,199789.35,91125.2377455564,208.0,626207.23,0.0,0,17.96,2192.47,0,256,53592.6
6,15,ours-fuel,-152930,-153355#4,True,328583.18,40374.965748332885,629.25,1029822.58,0.0,0,30.96,8138.29,0,254,50016.1
6,16,ours-fuel,152385,-152742,True,882146.48,112927.0359015061,540.25,2764947.33,13.5,2,82.21,7811.65,0,240,57133.7
6,17,ours-fuel,-152725#0,152483#0,True,638552.44,97943.64983074088,587.75,2001466.96,0.0,0,45.67,6519.59,0,245,69889.4
6,18,ours-fuel,152413#1,153427#10,True,243170.55,97360.12796079498,205.5,762180.97,0.0,0,26.32,2497.64,0,235,65978.3
6,19,ours-fuel,-153451#0,-152492,True,470531.67,53087.159751697436,618.75,1474734.46,13.25,1,46.06,8863.38,0,235,56386.1
6,20,ours-fuel,152817#3,153056,True,580871.44,108064.88304642981,454.75,1820664.86,19.0,2,77.77,5375.21,0,237,49688.1
6,21,ours-fuel,-152830#0,152556,True,372008.59,68129.3236855648,377.25,1165968.23,0.0,0,30.08,5460.33,0,236,45379.7
6,22,ours-fuel,-152657#2,153332#2,True,819553.23,123224.96605707222,625.0,2568812.26,22.0,2,97.96,6650.87,0,254,63922.6
