seed,n_paired,ours_fuel,base_fuel,ours_dur,base_dur,ours_co2,base_co2,fuel_saving_pct,dur_saving_pct,co2_saving_pct
1,50,392468.92659999995,390193.04699999996,645.165,642.65,1230150.3125999998,1223011.8442,-0.9039174314817696,-0.8166528250008068,-0.9042972953582314
