seed,trip,arm,origin,dest,arrived,fuel_abs,fuel_per_km,duration,CO2_abs,waitingTime,stops,timeLoss,routeLength,reroutes,bg_vcount_at_depart,bg_possum_at_depart
6,17,ours-augtime,-152725#0,152483#0,True,638561.6,97945.05482706735,587.75,2001496.59,0.0,0,46.05,6519.59,0,242,74007.9
6,18,ours-augtime,152413#1,153427#10,True,261139.81,99069.70241888979,222.5,818505.53,0.0,0,30.18,2635.92,0,237,69557.5
6,19,ours-augtime,-153451#0,-152492,True,460604.77,51967.169409412665,620.75,1443619.7,18.5,1,48.29,8863.38,0,235,54323.8
6,20,ours-augtime,152817#3,153056,True,581181.07,112083.08728378656,462.25,1821648.08,13.0,2,84.91,5185.27,0,234,52261.6
6,21,ours-augtime,-152830#0,152556,True,376103.98,68879.34978288857,377.0,1178802.83,0.0,0,29.85,5460.33,0,237,52549.6
6,22,ours-augtime,-152657#2,153332#2,True,803690.29,120839.87358044887,607.0,2519085.74,8.25,1,79.61,6650.87,0,254,66838.2
6,23,ours-augtime,-153553,153475#2,True,360806.71,87130.33325283749,384.75,1130893.41,0.0,0,38.44,4141.0,0,268,61217.2
6,24,ours-augtime,153454#0,152489#3,True,554466.26,102176.19232775031,503.25,1737912.2,0.0,0,23.87,5426.57,0,262,66044.9
8,0,ours-augtime,153487#1,-152776,True,313085.24,45763.73049724177,677.5,981302.54,0.25,1,52.32,6841.34,0,229,44922.7
8,1,ours-augtime,-152401,-153473#0,True,143999.47,79195.86750042623,150.0,451334.72,0.0,0,15.49,1818.27,0,229,45309.4
8,2,ours-augtime,-153413#12,-153370#1,True,585142.37,93120.6725336983,544.25,1834021.61,0.0,0,37.42,6283.7,0,240,43304.7
8,3,ours-augtime,-152883#0,-152743#1,True,875561.08,118813.42504827518,514.0,2744314.52,14.25,2,78.35,7369.21,0,244,61561.4
8,4,ours-augtime,153327#1,-152682#1,True,200117.42,38771.40039562373,420.5,627204.89,0.0,0,32.61,5161.47,0,257,60435.9
8,5,ours-augtime,153405#1,152690,True,265461.5,146487.37984085464,231.75,832086.25,21.75,2,63.21,1812.18,0,248,61783.0
8,6,ours-augtime,-152443,-152427,True,633338.59,100874.83077060297,525.75,1985106.36,14.5,1,51.28,6278.46,0,235,62233.6
8,7,ours-augtime,-152712,-153363#0,True,232744.91,62086.33590576008,353.5,729484.47,0.0,0,25.32,3748.73,0,238,74528.9
8,8,ours-augtime,-153383#2,152960#6,True,263957.35,64186.187040562974,349.0,827331.51,12.25,1,65.76,4112.37,0,220,58283.7
8,9,ours-augtime,153572#0,153327#0,True,421319.27,89296.42173620929,460.75,1320557.71,0.0,0,28.43,4718.21,0,229,46425.1
8,10,ours-augtime,152677#1,-153365#1,True,258649.97,86500.08862372373,249.25,810696.27,0.0,0,32.82,2990.17,0,238,50290.9
8,11,ours-augtime,152789#0,153401,True,610262.54,292430.9920167141,781.75,1913022.32,602.75,3,628.88,2086.86,0,235,57930.8
8,12,ours-augtime,-153476#17,-152284,True,401160.08,73306.05949857467,427.25,1257352.29,0.0,0,45.06,5472.4,1,244,61528.6
8,13,ours-augtime,-152939#5,152693#1,True,88350.84,159873.40535258673,72.75,276936.76,0.0,0,15.71,552.63,0,263,50196.1
8,14,ours-augtime,152398#3,-153476#16,True,204472.14,93261.08909129887,172.75,640879.97,0.0,0,20.52,2192.47,0,252,55278.8
8,15,ours-augtime,-152930,-153355#4,True,338613.08,41607.39909735338,623.25,1061262.67,0.25,1,35.47,8138.29,0,255,46499.4
8,16,ours-augtime,152385,-152742,True,911055.48,116627.79054361115,513.25,2855561.87,17.5,2,78.01,7811.65,0,245,56198.8
8,17,ours-augtime,-152725#0,152483#0,True,637600.43,97797.62684463288,555.5,1998477.87,0.0,0,47.5,6519.59,0,239,75563.0
8,18,ours-augtime,152413#1,153427#10,True,256221.71,97203.90224286017,257.25,803095.65,0.0,0,25.89,2635.92,0,235,63062.5
8,19,ours-augtime,-153451#0,-152492,True,443837.69,50080.19032918328,693.75,1391071.05,0.0,0,24.14,8862.54,0,240,62557.1
8,20,ours-augtime,152817#3,153056,True,562102.85,104655.54703238516,486.75,1761837.03,11.0,1,62.51,5370.98,0,238,55524.3
8,21,ours-augtime,-152830#0,152556,True,369132.96,67602.68335430276,425.75,1156959.9,0.0,0,28.13,5460.33,0,233,52020.5
8,22,ours-augtime,-152657#2,153332#2,True,799884.24,120267.61010213701,616.75,2507156.81,3.75,2,75.02,6650.87,0,252,62814.6
8,23,ours-augtime,-153553,153475#2,True,361823.62,87375.9043709249,389.25,1134079.04,0.0,0,37.75,4141.0,0,262,57640.3
8,24,ours-augtime,153454#0,152489#3,True,546989.01,100798.29616129526,420.75,1714461.42,0.0,0,26.48,5426.57,0,267,60462.0
10,0,ours-augtime,153487#1,-152776,True,345392.37,50486.06998044243,554.0,1082557.27,8.75,2,89.89,6841.34,0,218,42242.9
10,1,ours-augtime,-152401,-153473#0,True,146971.23,80830.25623257272,140.25,460648.42,0.0,0,16.57,1818.27,0,228,43441.2
10,2,ours-augtime,-153413#12,-153370#1,True,581294.12,92508.2546907077,492.5,1821950.71,0.0,0,39.96,6283.7,0,233,43251.9
10,3,ours-augtime,-152883#0,-152743#1,True,848069.73,115082.85555710856,536.5,2658142.49,2.75,1,61.48,7369.21,0,247,56735.9
10,4,ours-augtime,153327#1,-152682#1,True,198296.38,38418.586177968675,438.5,621498.07,0.0,0,30.94,5161.47,0,256,64627.8
10,5,ours-augtime,153405#1,152690,True,253174.8,139707.3138429957,195.0,793566.51,0.0,0,40.82,1812.18,0,244,63803.2
10,6,ours-augtime,-152443,-152427,True,619066.64,98601.66983623373,475.75,1940359.54,5.5,1,40.79,6278.46,0,249,64411.3
10,7,ours-augtime,-152712,-153363#0,True,234248.38,62487.39706513939,322.25,734192.84,0.0,0,30.58,3748.73,0,237,72975.4
10,8,ours-augtime,-153383#2,152960#6,True,251223.35,61089.67578306427,371.5,787417.67,12.0,1,60.45,4112.37,0,220,59824.1
10,9,ours-augtime,153572#0,153327#0,True,413316.7,87600.31876495536,403.75,1295461.65,0.0,0,30.47,4718.21,0,223,44035.1
10,10,ours-augtime,152677#1,-153365#1,True,261824.44,87561.72391536267,293.25,820652.5,9.0,2,41.89,2990.17,0,237,56475.3
10,11,ours-augtime,152789#0,153401,True,1215110.23,555816.8989602821,1674.0,3809190.15,1501.25,5,1519.77,2186.17,0,238,49711.3
10,12,ours-augtime,-153476#17,-152284,True,401384.63,73290.4413845741,462.75,1258065.93,0.0,0,53.36,5476.63,0,252,54651.7
10,13,ours-augtime,-152939#5,152693#1,True,97989.74,177315.2742341169,70.0,307151.88,0.0,0,21.98,552.63,0,263,57706.4
10,14,ours-augtime,152398#3,-153476#16,True,200070.38,91253.41737857304,185.75,627084.55,0.0,0,19.11,2192.47,0,261,45257.9
10,15,ours-augtime,-152930,-153355#4,True,330465.0,40606.19614194137,621.0,1035722.1,0.0,0,30.82,8138.29,0,258,47300.5
10,16,ours-augtime,152385,-152742,True,863497.01,110539.64399326648,559.0,2706490.99,0.0,0,59.35,7811.65,0,248,55851.3
10,17,ours-augtime,-152725#0,152483#0,True,645288.4,98976.83750051768,621.0,2022588.04,0.0,0,45.81,6519.59,0,241,63997.9
10,18,ours-augtime,152413#1,153427#10,True,262837.64,99713.81529029713,215.0,823825.92,0.0,0,31.29,2635.92,0,238,75326.1
10,19,ours-augtime,-153451#0,-152492,True,463723.32,52319.01599615497,600.25,1453390.54,6.0,1,38.31,8863.38,0,237,64340.5
10,20,ours-augtime,152817#3,153056,True,566606.0,105493.96944319288,480.0,1775950.87,11.25,1,64.51,5370.98,0,248,60513.7
10,21,ours-augtime,-152830#0,152556,True,372101.26,68146.29518728722,376.0,1166258.12,0.0,0,29.71,5460.33,0,238,48475.7
10,22,ours-augtime,-152657#2,153332#2,True,799947.9,120277.181782233,608.25,2507355.48,0.25,1,71.81,6650.87,0,251,64920.3
10,23,ours-augtime,-153553,153475#2,True,366009.84,88386.82443854141,351.25,1147194.92,0.0,0,41.24,4141.0,0,266,50779.6
10,24,ours-augtime,153454#0,152489#3,True,547997.38,100984.11703893989,399.75,1717618.82,0.0,0,28.26,5426.57,0,268,66624.7
