seed,n_paired,ours_fuel,base_fuel,ours_dur,base_dur,ours_co2,base_co2,fuel_saving_pct,dur_saving_pct,co2_saving_pct
1,3,347536.88666666666,347536.88666666666,432.0,432.0,1089285.05,1089285.05,0.0,0.0,0.0
