seed,n_paired,ours_fuel,base_fuel,ours_dur,base_dur,ours_co2,base_co2,fuel_saving_pct,dur_saving_pct,co2_saving_pct
1,2,299311.475,278478.08,440.75,417.75,938139.3300000001,872840.5549999999,-5.097495695949866,-3.363802559414991,-5.097487631642118
